label,product_id,store_id,price_krw,title_len,sort_hour,sort_dayofweek,has_profile_image,store_name_len,seller_review_count,has_activity_snapshot,posts_last_1h,posts_last_6h,posts_last_24h,posts_last_7d,visible_product_count,has_default_profile_image,activity_review_count,safe_trade_count,trust_score,reliability_score,activity_score,notified_score,visit_today_count,visit_total_count,has_profile_snapshot,profile_review_count,profile_safe_trade_count,profile_trust_score,profile_reliability_score,profile_activity_score,profile_notified_score,profile_visit_today_count,profile_visit_total_count,profile_is_official_account,drop_rate_percent,risk_score,risk_level,trade_type,is_exchange_post,risk_keyword_count
0,228274674,5680980,1400000,28,17,3,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228304842,10335206,1100000,19,14,4,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228194371,12266969,607000,35,5,5,1,8,0,1,0,0,0,0,1,1,0,0,457,337,120,400,0,9,1,0,0,457,337,120,400,0,9,0,,,unknown,unknown,0,0
0,227886932,4387513,1163000,27,12,5,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227114662,10705271,1550000,33,19,5,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228354468,711409,1800000,27,20,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228365554,2172209,1850000,26,8,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,214071275,8842038,850000,27,8,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228367464,2172209,1850000,25,9,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228377131,116963,1000000,14,14,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228377273,12598170,520000,28,14,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228378407,12598731,850000,22,14,6,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228121682,2550328,1500000,24,19,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,226163163,7779186,1390000,41,22,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,226116524,6659061,700000,17,0,7,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228399744,5047431,530000,32,7,7,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228409710,10143081,730000,26,13,7,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228414648,893667,2000000,41,15,7,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227888205,10091652,620000,36,17,7,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228434244,9511548,800000,34,16,1,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228465881,8422619,640000,8,3,2,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228148084,4118507,1390000,27,11,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228283324,11762280,900000,15,21,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228414066,10184815,1300000,26,22,2,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228426567,7542234,1200000,24,13,3,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228514802,10288202,850000,18,14,3,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228516013,696419,630000,17,14,3,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228518125,9260420,600000,29,15,3,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228519760,10189134,1200000,14,16,3,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228422408,3688101,950000,32,9,4,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228545972,3676289,1300000,24,11,4,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228548644,3000915,470000,15,12,4,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228550271,8260633,1200000,32,13,4,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227352671,4106409,1300000,18,16,4,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227151233,6550004,1890000,47,17,4,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228581502,4975818,600000,61,10,5,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228548477,8609950,600000,19,12,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228548455,8609950,580000,19,12,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228590008,9569175,1000,38,14,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228369682,6643749,760000,22,16,5,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228594310,11804434,930000,25,16,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228058213,5259583,1600000,40,19,5,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228604504,10891016,1700000,47,21,5,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228610007,4040615,1000000,17,0,6,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228610323,7277913,1530000,22,0,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228615569,3435765,1500000,37,9,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228394304,5379785,880000,22,17,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227167342,8609716,1800000,24,17,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228571606,2081915,1400000,33,18,6,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228650123,2131602,1520000,41,10,7,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228651482,7225269,1100000,19,10,7,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228473811,3748840,900000,38,11,7,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228665162,7554289,2300000,31,17,7,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228666509,12618586,1830000,25,18,7,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228667962,4535140,1300000,32,18,7,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228683629,8624757,1250000,44,10,1,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,226850255,3652310,11111,36,11,1,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228677894,3389307,1050000,26,15,1,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228694126,1985672,1100000,18,15,1,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228700333,3503564,1050000,48,18,1,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228704567,9729334,800000,17,20,1,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228705790,9729334,800000,17,21,1,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228238955,21731,820000,26,8,2,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227865576,1092604,5000,23,9,2,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228720108,3906478,2200000,28,11,2,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228720831,5675942,880000,21,12,2,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228701719,5148570,990000,30,13,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228545027,8029827,1800000,27,13,2,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228725815,4005025,1120000,30,14,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228687416,2290964,630000,17,19,2,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228670866,876793,930000,35,19,2,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,225960227,4630977,1600000,15,21,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228741209,5038838,1090000,23,21,2,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228630949,12616250,1200000,42,23,2,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228746108,12624170,2900000,14,0,3,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228746664,1881139,1500000,15,1,3,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228746725,12624219,1550000,46,1,3,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228464001,997582,1750000,50,9,3,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228751943,4652715,45000,62,10,3,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228753373,12622511,800000,31,10,3,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228754199,12592046,1520000,34,11,3,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228338404,2507609,1290000,20,12,3,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227844663,4146390,1850000,20,14,3,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228171766,4146390,1570000,15,14,3,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228668920,6764888,1420000,15,14,3,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228317421,4365756,1230000,25,15,3,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228319487,7217538,1700000,26,16,3,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228767413,11957242,999000,16,17,3,0,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228767430,10613218,700000,22,17,3,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228108480,10602597,620000,23,18,3,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228776879,3257412,660000,21,22,3,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228780927,4513399,1300000,33,1,4,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227345489,1087350,30000,9,6,4,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228744894,10267843,1550000,34,10,4,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228674146,3966575,540000,30,12,4,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228423669,9540010,1250000,31,12,4,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228665222,7319991,1800000,40,12,4,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228667267,3881911,1550000,24,13,4,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228799847,12213373,1830000,21,16,4,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228720918,858447,1500000,18,17,4,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228803333,9413754,1400000,30,17,4,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228209647,5259583,1590000,40,21,4,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228811288,2054562,1370000,38,21,4,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227050789,3174501,520000,16,23,4,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228817524,12190359,3320000,23,5,5,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228537619,7074072,680000,27,7,5,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,130,exclude,sale,0,3
0,228818749,7046717,1520000,28,8,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228820432,5038043,650000,23,9,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228710734,10380382,1200000,36,9,5,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228626377,3633515,1250000,31,10,5,0,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228822526,930903,1200000,12,10,5,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228824397,1625193,1700000,24,11,5,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228824485,12629533,880000,18,11,5,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228623599,2623295,1300000,24,11,5,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228712393,703755,500000,16,12,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,222253783,11365019,4000,29,12,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228827865,5975808,1000000,21,13,5,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228829424,6982990,800000,25,14,5,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228331174,12595619,1750000,42,17,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228204901,11011586,860000,18,17,5,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,0,none,sale,0,0
0,228594543,2716521,1850000,13,17,5,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228838452,9103495,2000000,43,18,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228573082,2629699,990000,29,18,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228773859,4483737,1550000,50,18,5,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228839004,9687628,900000,20,18,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228839869,9584954,1050000,28,18,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228840928,1207853,1310000,29,19,5,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228840997,1207853,1100000,29,19,5,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228818060,7758085,1700000,31,19,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228842477,6255736,880000,13,20,5,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228843746,6778353,600000,17,20,5,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228845911,1296733,850000,15,21,5,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,0,none,sale,0,0
0,228846029,2114425,490000,27,21,5,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228847917,4579952,350000,6,22,5,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228849696,7894071,1850000,22,23,5,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228850218,3445378,600000,19,0,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228850655,12205378,200000,12,0,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228851252,3116603,830000,24,1,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,10,low,sale,0,1
0,228792329,6019141,450000,54,6,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228844577,7074072,680000,17,7,6,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,130,exclude,sale,0,3
0,228853026,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853027,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853039,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853042,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853043,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853047,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853048,1437410,820000,24,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853051,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853057,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228853076,1437410,800000,17,7,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,225817780,10809652,950000,17,8,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228529362,1370701,500000,21,9,6,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228856310,3971227,1600000,23,10,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228647931,7270776,1130000,28,10,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228846485,2507609,1490000,21,10,6,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228860725,3671510,690000,16,12,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228861028,2012831,700000,35,12,6,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228862052,1876893,1060000,31,12,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228863948,4273315,600000,40,13,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228753634,605434,880000,23,14,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228865192,12581160,800000,20,14,6,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228865497,12597943,1700000,11,14,6,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227001300,878463,1350000,30,14,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228800343,3193776,680000,18,15,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228867761,12581160,800000,20,15,6,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228631039,9122199,1450000,21,15,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228767895,8835589,2450000,26,15,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228674802,7833886,1650000,45,15,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228708072,7833886,1950000,34,15,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228868970,9798500,610000,22,16,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228854300,1160251,1600000,13,16,6,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,20,low,sale,0,2
0,228856882,10092381,1700000,17,16,6,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228739835,6180690,900000,15,16,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228721929,1252792,950000,36,17,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228872176,5287980,950000,27,17,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228873607,9951259,460000,38,18,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228873830,2054562,1370000,38,18,6,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228877003,1625193,1700000,24,20,6,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228877974,7833886,2400000,35,20,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228478197,10210800,950000,22,20,6,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228879658,191848,2000000,21,21,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228882774,2054562,1300000,38,23,6,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,180,exclude,sale,0,4
0,228351709,4387513,1000000,27,23,6,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,16.67,40,medium,sale,0,2
0,228883447,4158200,1700000,31,0,7,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228883754,3517164,800000,18,0,7,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,0.00,0,none,sale,0,0
0,228767093,9330394,1120000,23,3,7,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,-10.00,0,none,sale,0,0
0,228886360,2810140,950000,21,7,7,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228886469,897422,1100000,44,7,7,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,8.33,0,none,sale,0,0
0,228857147,1207853,1150000,23,8,7,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,5.83,130,exclude,sale,0,2
0,228887248,837872,1400000,39,8,7,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228888190,10372146,1500000,21,9,7,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228888366,12633986,1480000,13,9,7,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228749995,11768187,1150000,31,9,7,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
