label,product_id,store_id,title_text,body_text,price_krw,title_len,sort_hour,sort_dayofweek,has_profile_image,store_name_len,seller_review_count,has_activity_snapshot,posts_last_1h,posts_last_6h,posts_last_24h,posts_last_7d,visible_product_count,has_default_profile_image,activity_review_count,safe_trade_count,trust_score,reliability_score,activity_score,notified_score,visit_today_count,visit_total_count,has_profile_snapshot,profile_review_count,profile_safe_trade_count,profile_trust_score,profile_reliability_score,profile_activity_score,profile_notified_score,profile_visit_today_count,profile_visit_total_count,profile_is_official_account,drop_rate_percent,risk_score,risk_level,trade_type,is_exchange_post,risk_keyword_count
0,228304842,10335206,애플 맥미니M4 16GB/256GB,,1100000,19,14,4,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228194371,12266969,[SS급] 맥북에어 m1 256g 스페이스그레이(배터리 97%),,607000,35,5,5,1,8,0,1,0,0,0,0,1,1,0,0,457,337,120,400,0,9,1,0,0,457,337,120,400,0,9,0,,,unknown,unknown,0,0
0,227886932,4387513,맥북에어m3 15인치 램16gb 256gb)풀박스,,1163000,27,12,5,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227114662,10705271,맥북에어 m4 15인치 16gb 256gb 미개봉 판매합니다,,1550000,33,19,5,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228354468,711409,[미개봉] 맥북 에어 m5 15 기본형 미드나이트,,1800000,27,20,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228365554,2172209,맥북에어 15인치 M5 16GB 512GB 실버,,1850000,26,8,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,214071275,8842038,2020 맥북 에어 M1 8G/256G + 애캐플,,850000,27,8,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228367464,2172209,맥북 에어 15 m5 16gb 512gb 실버,,1850000,25,9,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228377131,116963,맥북에어 프로 M2 팝니다,,1000000,14,14,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228377273,12598170,맥북 에어 M1 스페이스 그레이 13인치 256GB,,520000,28,14,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228378407,12598731,맥북 에어 M2 15인치 256GB 실버,,850000,22,14,6,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228121682,2550328,맥북에어 15인치 M3 16GB 512SSD,,1500000,24,19,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,226163163,7779186,맥북 에어 m4 13인치 512gb 미개봉 새상품 팝니다. 미드나이트 색상,,1390000,41,22,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,226116524,6659061,애플 맥 미니 m1 512 16,,700000,17,0,7,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228399744,5047431,맥북에어 M1 A2337(8GB/256GB_스페이스그레이),,530000,32,7,7,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228409710,10143081,애플 맥북 에어 M2 13인치 미드나이트 풀박스,,730000,26,13,7,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228414648,893667,맥북에어13 CTO M4칩 32GB/1TB 배터리100% 영문자판_가방에쏙,,2000000,41,15,7,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227888205,10091652,맥북에어 M1 8GB/256GB 밧데리100% + 무선마우스 세트,,620000,36,17,7,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228434244,9511548,맥북 에어 m3 13 스페이스 그레이 8GB/256GB 풀박스,,800000,34,16,1,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228465881,8422619,맥북 에어 m2,,640000,8,3,2,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228148084,4118507,M4 맥북에어 13 16GB 512GB 스카이블루,,1390000,27,11,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228283324,11762280,애플 맥북에어 m3 13인치,,900000,15,21,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228414066,10184815,맥북에어 M4 13인치 실버 512GB 16GB,,1300000,26,22,2,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228426567,7542234,맥미니 M4 24GB/256GB/10Gbps,,1200000,24,13,3,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228514802,10288202,맥북에어 m2 13인치 256gb,,850000,18,14,3,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228516013,696419,맥북에어 M1 8GB/256GB,,630000,17,14,3,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228518125,9260420,"m1 맥미니 16g 램, 521g ssd 판매합니다.",,600000,29,15,3,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228519760,10189134,애플 맥북 에어 13 M4,,1200000,14,16,3,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228422408,3688101,맥북에어 15 M2 8GB 512GB 미드나잇 배터리97%,,950000,32,9,4,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228545972,3676289,맥북에어m4 신품급 + 케이스티파이케이스 외,,1300000,24,11,4,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228548644,3000915,애플 맥미니 M4 256GB,,470000,15,12,4,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228550271,8260633,2025 맥북에어m4 13인치 16g램 256g 미드나이트,,1200000,32,13,4,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227352671,4106409,맥북에어 15인치 M4 미드나이트,,1300000,18,16,4,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227151233,6550004,"애플 맥북에어 15 M5 CPU 10코어 GPU 10코어 16GB, 512GB, 실버",,1890000,47,17,4,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228581502,4975818,사기꾼) 기존 시세보다 20정도 저렴한 맥 미니 M4 인데 직거래 지역이 지방이다 ?? 일단 거래 중지하세요.,,600000,61,10,5,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228548477,8609950,애플 맥미니 M4 16GB 256G,,600000,19,12,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228548455,8609950,미개봉급 맥북 에어 M2 미드나이트,,580000,19,12,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228590008,9569175,m4 맥미니 삽니다. 안전거래(택배) 혹은 직거래 와주실수 있는분만요,,1000,38,14,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228369682,6643749,맥북에어 m1 / 16gb / 512gb,,760000,22,16,5,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228594310,11804434,"맥북에어 15 m2 풀박스, 신품급(애플케어)",,930000,25,16,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228058213,5259583,맥북에어 13인치 m5 실버 미개봉 새제품 영문 영어 키보드 자판 팝니다,M5 기본 스펙 16GB 램 512GB 실버 새제품 입니다 키보드 영문 자판이고 국내 애플스토어에서 구입했습니다  직거래 구로역 남구로역 대림역에서 가능합니다 010-삼오칠일-9541 연락주세요,1600000,40,19,5,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228604504,10891016,Apple 맥북에어 15인치 M4 CPU 10코어 GPU 10코어 16GB 512GB,,1700000,47,21,5,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228610007,4040615,맥미니 m4 24gb 구매합니다,,1000000,17,0,6,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228610323,7277913,맥북 에어 13 m4 24 512 풀박스,,1530000,22,0,6,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228615569,3435765,Apple MacBook Air 15 M4 16GB 512GB 실버,,1500000,37,9,6,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228394304,5379785,맥북 에어 M2 15인치 256GB 판매,,880000,22,17,6,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227167342,8609716,맥북 에어 M3 15인치 16GB/512GB,,1800000,24,17,6,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228571606,2081915,맥북 에어 13 m5 16/ 512 스카이블루 안전결제 가능,,1400000,33,18,6,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228650123,2131602,"맥북 에어13 M5 미드나이트 16G/512 미국판(개봉,미사용 사이클0)",,1520000,41,10,7,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228651482,7225269,맥미니m4 16gb 512gb s급,,1100000,19,10,7,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228473811,3748840,맥북 에어 M3 13인치 (8GB/512GB-스페이스그레이) 팝니다.,,900000,38,11,7,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228665162,7554289,맥미니 M4 pro 14/20 24gb 1tb 판매합니다,,2300000,31,17,7,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228666509,12618586,맥북에어 15 M5 16GB/512GB 미개봉,,1830000,25,18,7,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228667962,4535140,[단순개봉] 맥북에어13 M4 램16GB SSD 256GB,,1300000,32,18,7,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228683629,8624757,애플 맥북 에어 M3 15인치 16GB / 256 /실버 /애플케어 27년 5월,,1250000,44,10,1,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,226850255,3652310,[교환] 맥북에어 m3 15 110V 어댑터 <-> 220V 교환,,11111,36,11,1,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228677894,3389307,맥북에어 13 M4 실버 16GB / 256GB,,1050000,26,15,1,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228694126,1985672,맥북에어 13인치 M3 256GB,,1100000,18,15,1,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228700333,3503564,맥북 에어 M3 13 스페이스 그레이 16GB 512GB + 매직 마우스 +매직 키보드,,1050000,48,18,1,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228704567,9729334,m2 pro 맥미니 16 512,,800000,17,20,1,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228705790,9729334,m2 pro 맥미니 16 512,,800000,17,21,1,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228238955,21731,맥북에어 15인치 M3 8G 256G 스타라이트,,820000,26,8,2,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227865576,1092604,맥북 에어 M1 A2337용 키캡 팝니다.,,5000,23,9,2,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228720108,3906478,애플 맥북에어 M5 15인치 실버 애플케어 기본사양,,2200000,28,11,2,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228720831,5675942,맥북 에어 m2 13인치 256 애케플,,880000,21,12,2,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228701719,5148570,맥북에어 m2 13인치 미드나이트 보증 27.05.13,,990000,30,13,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228545027,8029827,맥북 에어 m4 15인치 시에라 블루 24/512,,1800000,27,13,2,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228725815,4005025,맥북 에어 13인치 M4 스타라이트 16/256 신품급,,1120000,30,14,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228687416,2290964,맥미니 M2 16G / 500G,,630000,17,19,2,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228670866,876793,맥북에어 M2 13인치 램 16 16기가 16g 512 512g,,930000,35,19,2,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,225960227,4630977,맥미니 M2 24GB 2TB,,1600000,15,21,2,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228741209,5038838,"맥북 에어 13인치, m4 16g 256g",,1090000,23,21,2,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228630949,12616250,[상태 최상]맥북에어 M4 13인치 16G 256G 판매합니다.(스카이블루),,1200000,42,23,2,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228746108,12624170,맥 미니 M4 Pro 48,,2900000,14,0,3,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228746664,1881139,맥북 에어 M4 15 256,,1500000,15,1,3,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228746725,12624219,맥북 air 13 m4 25년모델 16GB 딱 2번 전원킴 거의새제품 +마우스 증정,,1550000,46,1,3,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228464001,997582,"맥북에어 13인치 M5 10코어CPU, 10코어GPU, 16GB SSD 1TB 실버 풀박스",,1750000,50,9,3,0,6,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228751943,4652715,"블루엔들리스 SSD 도킹 스테이션 (2024 맥 미니 M4/M4 프로용) M.2 NVMe SSD, MAC909)",,45000,62,10,3,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228753373,12622511,맥북 에어 m2 13인치 스페이스그레이 8gb 256gb,,800000,31,10,3,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228754199,12592046,(미개봉)맥북에어 13 M5 16GB 512GB 실버 영문자판,,1520000,34,11,3,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228338404,2507609,맥미니 m4 1tb/16gb 단순개봉,,1290000,20,12,3,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227844663,4146390,맥북에어 15 m5 16/512 실버,맥북에어 15 m5 16/512 실버  미개봉 새제품 입니다  직거래만 합니다,1850000,20,14,3,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228171766,4146390,맥북에어 m5 미개봉 새제품,맥북에어 m5 미개봉 새제품  -13인치 16/512 실버 모델입니다,1570000,15,14,3,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228668920,6764888,맥북에어 15인치 m4 판매,,1420000,15,14,3,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228317421,4365756,맥북 에어 M4 13인치 실버 16GB 512,,1230000,25,15,3,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228319487,7217538,맥북 에어 m5 13 16/1tb 풀박스 1테라,,1700000,26,16,3,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228767413,11957242,맥미니 M4 16GB 512G,,999000,16,17,3,0,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228767430,10613218,맥북 에어 M1 16GB 256GB 실버,,700000,22,17,3,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228108480,10602597,맥북에어 2020 M1 16GB/256GB,,620000,23,18,3,0,13,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228776879,3257412,맥북 에어 M1 16GB / 256GB,,660000,21,22,3,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228780927,4513399,맥북 에어13 m4 10코어 16기가 512기가 ss급 풀박,,1300000,33,1,4,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227345489,1087350,맥미니m4 케이스,,30000,9,6,4,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228744894,10267843,(거의 새제품) 맥북에어 15 M4 16GB/512GB 고급형,,1550000,34,10,4,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228674146,3966575,맥북 에어 m1 실버 고급형 박스풀 (256/16gb),"애플 맥북에어 m1 2020년형 고급형 저장공간 256gb, 램 16gb 배터리 사이클 484, 80%입니다   사용 기간에 따른 모서리 찍힘 등 사용감 있습니다. 사진 참고해주세요!  성능 자체는 m1칩과 16gb 메모리의 성능을 충분히 보여줍니다. 얼마전까지도 무게있는 영상 작업 잘 했습니다. 광진구 롯데캐슬리버파크시그니처아파트 직거래 합니다.",540000,30,12,4,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228423669,9540010,(애플케어 28년 7월) 맥북에어 m4 13인치 256g,,1250000,31,12,4,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228665222,7319991,애플 맥북에어 15인치 M5 실버 (램16GB SSD 512GB) 미개봉,,1800000,40,12,4,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228667267,3881911,맥북 에어m4 16gb 512gb 스카이블루,,1550000,24,13,4,0,10,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228799847,12213373,맥북 에어 m5 15인치 실버 기본사양,,1830000,21,16,4,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228720918,858447,맥북 에어 13 M5 16/512,,1500000,18,17,4,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228803333,9413754,맥북에어 m4 13인치 기본형 애플케어플러스 판매합니다,,1400000,30,17,4,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228209647,5259583,맥북에어 13인치 m5 실버 미개봉 새제품 영문 영어 키보드 자판 팝니다,M5 기본 스펙 16GB 램 512GB 실버 새제품 입니다 키보드 영문 자판이고 국내 애플스토어에서 구입했습니다  직거래 구로역 남구로역 대림역에서 가능합니다 010-삼오칠일-9541 연락주세요,1590000,40,21,4,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228811288,2054562,(단순개봉/충전횟수2) 맥북에어 m4 15 256gb 16gb 팝니다,꼭 읽어주세요  대리인거래 택배거래 죄송합니다  직거래만 합니다 직거래만 합니다  거래장소 - 송파역  맥북에어 m4 15 256gb 16gb 스카이블루 팝니다  컨디션 : 단순개봉  (기스 및 그 어떤 작은 사용감도 전혀 없음)   배터리 : 100  충전횟수 : 2회  구매일 : 2025/6/18 (무상as기간 남음)  구성품 : 풀박스  특이사항 없습니다 모든 기능 완벽 구동됩니다  사설수리이력 없음  얼굴보며 직거래 할거니 위 설명에 거짓없습니다  제품 자신있습니다 거래 시  아주 만족하실 겁니다,1370000,38,21,4,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,227050789,3174501,맥북에어 13 m1 8/256,,520000,16,23,4,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228817524,12190359,맥미니 맥 미니 프로 m4 pro 64gb,맥 미니 프로 m4 pro 64gb ram  12 core cpu 16 core gpu 512gb ssd  미개봉  직거래만 합니다,3320000,23,5,5,0,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228537619,7074072,맥북에어 m1 16g 256 배터리100 사이클1,"박스있고 충전기는 없습니다.  배터리 교체해서 사이클 제로입니다. 사설맡긴거아니고 직접 사서 본인이 쓰려고 신경써서 교체했으나 맥북이 새로 생기게되어 판매합니다.  배터리 좋은걸로 사서 끼웠고, 교체안하고 지금까지 사용한거랑은 비교 자체가 불가입니다. 어차피 교체하고 써야하는 연식인데 사설가면 개싸구려 끼워줍니다.  배터리 교체하면서 3만원상당의 써멀패드로 방열처리보강해서 쓰로틀링 방지 처리도 완벽하게 되어있습니다.  적정선이상의 네고메시지 차단합니다. 싸게사시려면 그냥 사용감있고 배터리 80퍼 이런거 구매하세요. 돈 하나도 안급합니다.   외출할일이 없어서 방안에서만 사용해서 상태는 특별한 데미지 없이 굉장히 좋습니다. 사진 참고 부탁드립니다.

[참고 알림] 조건 변경 후보: 새 기준에 맞는 매물이 2개 있었어요.
정식 알림 기준은 저장 이후 매물이며, 이 항목은 참고용 후보입니다.",680000,27,7,5,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,130,exclude,sale,0,3
0,228818749,7046717,급처)맥북에어 M5 13인치 512기가 실버 미개봉,,1520000,28,8,5,0,12,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228820432,5038043,Apple 맥미니 M4 16GB 256GB,"새로운 Apple 맥미니 M4 칩 탑재 모델이에요 16GB 메모리와 256GB SSD 저장 공간을 갖추고 있답니다 문서 작업, 영상 편집 등 다양한 작업에 활용하기 좋아요 깔끔한 디자인으로 어떤 공간에도 잘 어울릴 거예요  사용감 거의 없고, 맥스튜디오를 사게되어서 판매합니다  직거래 강릉입니다 진상들땜에 안심안받아여",650000,23,9,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228710734,10380382,(애케플o) M3 맥북 에어 13인치 16g 512g 풀박스 판매,,1200000,36,9,5,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228626377,3633515,미개봉 맥북 M4 에어 13인치 256G 스타라이트 판매,,1250000,31,10,5,0,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228822526,930903,맥북에어 m3 13인치,,1200000,12,10,5,0,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228824397,1625193,맥북에어 m5 15인치 미드나이트 영문키보드,,1700000,24,11,5,0,3,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228824485,12629533,맥북에어M2 15인치(245GB),,880000,18,11,5,0,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228623599,2623295,M4맥미니 기본형 +2TB(자가 업글)팝니다,M4맥미니 기본형 팝니다  SSD자가 2TB업그레이드 했습니다  사제 SSD중 제일 좋고 비싸다고 하는  10층 설계로 구매했습니다  보증은  올해 10월까지 입니다  순정ssd같이 드립니다  수원인근에서 직거래 원해요,1300000,24,11,5,0,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,228712393,703755,맥북에어 m1 8g 256GB,,500000,16,12,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
0,222253783,11365019,환불가능)애니클리어 맥북에어13(M2)케이스(새상품),,4000,29,12,5,0,4,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,unknown,unknown,0,0
